name,closed,lat,lng,city,state,country,url
Sipapu Ski & Summer Resort,false,0.36154211e2,-0.105548508e3,Sipapu Ski & Summer Resort,New Mexico,United States,http://www.sipapunm.com/
Ski Apache,false,0.3339722e2,-0.10579917e3,Upper Spruce,New Mexico,United States,https://skiapache.com/
Ski Cloudcroft,false,0.329507083e2,-0.1057072417e3,Cloudcroft,New Mexico,United States,https://skicloudcroft.net/
Ski Santa Fe,false,0.35796325e2,-0.1058012806e3,Ski Santa Fe Lodge,New Mexico,United States,http://www.skisantafe.com
Taos Ski Valley,false,0.3659778e2,-0.105445e3,Bull of the Woods Road,New Mexico,United States,
Alta Ski Area,false,0.4058083e2,-0.11163722e3,Alta,Utah,United States,http://www.alta.com
Beaver Mountain,false,0.41968e2,-0.111541e3,Beaver Mountain Lodge,Utah,United States,http://www.skithebeav.com
Brian Head Ski Resort,false,0.37683e2,-0.112833e3,Timberline Upper,Utah,United States,
Brighton Ski Resort,false,0.406e2,-0.11158333e3,Brighton,Utah,United States,http://www.brightonresort.com/
Cherry Peak Resort,false,0.4192639e2,-0.11175667e3,East 11000 North,Utah,United States,http://www.skicherrypeak.com
Deer Valley,false,0.4062278e2,-0.11148944e3,Goldener Hirsch Inn,Utah,United States,http://www.deervalley.com/
Elk Mountain,false,0.3832056e2,-0.11239167e3,Alpine Lane,Utah,United States,http://www.skieaglepoint.com
Nordic Valley,false,0.413e2,-0.1118583e3,Viking Drive,Utah,United States,
Park City Mountain Resort,false,0.4065083e2,-0.1115075e3,Marriott's MountainSide,Utah,United States,http://www.parkcitymountain.com/
Powder Mountain,false,0.4138e2,-0.11178028e3,UT 158,Utah,United States,https://www.powdermountain.com
Snowbasin,false,0.41216e2,-0.111857e3,Earl's Lodge,Utah,United States,http://www.snowbasin.com
Snowbird,false,0.4058111e2,-0.11165639e3,Plaza Deck,Utah,United States,http://www.snowbird.com
Solitude Mountain Resort,false,0.40615139e2,-0.111588917e3,Solitude,Utah,United States,https://www.solitudemountain.com/
Sundance ResortThe Resort[edit],false,0.40392e2,-0.111579e3,Lower Lift Line,Utah,United States,http://www.sundanceresort.com
Shell,false,0.4453556e2,-0.10777917e3,East 2nd Street,Wyoming,United States,
Beartooth Basin Summer Ski Area,false,0.44975e2,-0.109435e3,Beartooth Highway,Wyoming,United States,http://www.beartoothbasin.com/
Grand Targhee Resort,false,0.43789e2,-0.110957e3,Pika Traverse,Wyoming,United States,http://www.grandtarghee.com
Hogadon Ski Area,false,0.427449611e2,-0.1063394278e3,Micro Road,Wyoming,United States,http://hogadon.net/
Jackson Hole Mountain Resort,false,0.4359e2,-0.11089e3,Cody Bowl Spur,Wyoming,United States,https://jacksonhole.com/
Ten Sleep,false,0.4403472e2,-0.10744806e3,3rd Street,Wyoming,United States,
Pine Creek Ski Area,false,0.421031083e2,-0.1108287889e3,Pine Creek Ski Resort,Wyoming,United States,http://www.pinecreekskiresort.com/
Cody,false,0.4452333e2,-0.10905722e3,Cody,Wyoming,United States,https://codywy.gov
Snow King Mountain,false,0.43472e2,-0.110761e3,Jackson,Wyoming,United States,http://www.snowkingmountain.com/
Snowy Range Ski Area,false,0.41341231e2,-0.106183441e3,National Forest Road 340,Wyoming,United States,http://www.snowyrangeski.com/
White Pine Ski Resort,false,0.429778389e2,-0.1097581722e3,Surveyor Park Road,Wyoming,United States,http://www.whitepineski.com/
Arctic Valley Ski Area,false,0.6124667e2,-0.14965056e3,Anchorage,Alaska,United States,https://arcticvalley.org
Alyeska Resort,false,0.609705e2,-0.1490982e3,The Hotel Alyeska,Alaska,United States,http://www.alyeskaresort.com/
Eaglecrest Ski Area,false,0.5827611e2,-0.13451528e3,Juneau,Alaska,United States,http://skieaglecrest.com/
Hilltop Ski Area,false,0.6114083e2,-0.149745e3,Hilltop Chalet,Alaska,United States,http://www.hilltopskiarea.org/
Moose Mountain,false,0.6494056e2,-0.14799056e3,Moose Mountain Road,Alaska,United States,
Mount Eyak,false,0.6055e2,-0.14575e3,Cordova,Alaska,United States,
Skiland,false,0.6504889e2,-0.14740917e3,Mt. Aurora Skiland,Alaska,United States,http://www.skilandfairbanks.com/
Alpine Meadows,false,0.39164e2,-0.120239e3,Alpine Meadows Base Lodge,California,United States,https://www.palisadestahoe.com
Badger Pass Ski Area,false,0.3766194e2,-0.1196636e3,Badger Pass Ski Lodge,California,United States,http://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/
Bear Mountain,false,0.342267e2,-0.1168602e3,Bear Mountain,California,United States,http://www.bearmountain.com/
Bear Valley,false,0.38492e2,-0.120044e3,Bear Valley Day Lodge,California,United States,http://www.bearvalley.com
Boreal Mountain Resort,false,0.393317e2,-0.1203511e3,Alan S. Hart Freeway,California,United States,http://www.rideboreal.com
Buckhorn Ski Club,false,0.3434457e2,-0.11791437e3,Angeles Crest Highway,California,United States,http://www.orgsites.com/ca/buckhorn/index.html
China Peak,false,0.372297e2,-0.1191583e3,FSR 8S22A,California,United States,http://www.skichinapeak.com
Coppervale Ski Area,false,0.40345e2,-0.120904e3,Westwood,California,United States,
Dodge Ridge Ski Area,false,0.381896e2,-0.1199564e3,Creekside Lodge,California,United States,http://www.dodgeridge.com/
Donner Ski Ranch,false,0.393183139e2,-0.1203300194e3,Ski Ranch Lane,California,United States,http://www.donnerskiranch.com/
Granlibakken,false,0.391556e2,-0.1201551e3,Granlibakken Tahoe,California,United States,
Heavenly Mountain Resort,false,0.389353e2,-0.11994e3,California Lodge,California,United States,http://www.skiheavenly.com
Homewood Mountain Resort,false,0.390827e2,-0.1201755e3,Upper Mountain Road,California,United States,http://www.skihomewood.com/
June Mountain ski area,false,0.377683e2,-0.1190906e3,June Lake,California,United States,http://www.junemountain.com
Kirkwood Mountain Resort,false,0.38684e2,-0.120068e3,Kirkwood Meadows Drive,California,United States,http://www.kirkwood.com
Mammoth Mountain Ski Area,false,0.3763056e2,-0.1190325e3,Kamikaze,California,United States,http://www.mammothmountain.com/
Mount Baldy Ski Lifts,false,0.3427e2,-0.11762e3,Baldy Road,California,United States,http://mtbaldyresort.com
Mount Shasta Ski Park,false,0.4132083e2,-0.12220389e3,Upper Lodge,California,United States,http://www.skipark.com
Mount Waterman,false,0.34349722e2,-0.117928611e3,Mount Waterman,California,United States,http://www.mtwaterman.org/
Mountain High,false,0.3437472e2,-0.11769323e3,Big Pines,California,United States,https://www.mthigh.com
Northstar California,false,0.39264e2,-0.120125e3,Big Springs Express Gondola Upper Lift House,California,United States,http://northstarcalifornia.com
Sierra-at-Tahoe,false,0.388002e2,-0.1200806e3,Base Lodge,California,United States,http://www.sierraattahoe.com
Snow Summit,false,0.342286e2,-0.1168911e3,Miracle Mile Trail,California,United States,http://www.snowsummit.com
Snow Valley Mountain Resort,false,0.34223375e2,-0.117037423e3,Rim of the World Highway,California,United States,http://www.snow-valley.com//
Palisades Tahoe,false,0.39196e2,-0.120235e3,Olympic Valley,California,United States,http://www.palisadestahoe.com
Sugar Bowl Ski Resort,false,0.3930444e2,-0.12033583e3,Elderberry Court,California,United States,http://www.sugarbowl.com
Tahoe Donner Downhill,false,0.393549e2,-0.120259e3,Tahoe Donner Day Lodge,California,United States,http://www.skitahoedonner.com
Diamond Peak,false,0.39254e2,-0.119924e3,Tyrolean Downhill Alternate,Nevada,United States,
Lee Canyon,false,0.36301638e2,-0.115680759e3,Las Vegas Ski and Snowboard Resort,Nevada,United States,
Mount Rose Ski Tahoe,false,0.3932917e2,-0.11988583e3,Employee Lockers,Nevada,United States,http://www.skirose.com/
Anthony Lakes,false,0.44964e2,-0.118235e3,National Forest Development Road 73,Oregon,United States,http://www.anthonylakes.com/
Cooper Spur ski area,false,0.4541228e2,-0.12160501e3,Cooper Spur Ski Area Road,Oregon,United States,http://www.cooperspur.com/
Ferguson Ridge Ski Area,false,0.4528209e2,-0.11711285e3,Ferguson Ridge Road,Oregon,United States,http://www.skifergi.com
Hoodoo,false,0.44409e2,-0.121872e3,Hoodoo Butte Road,Oregon,United States,http://skihoodoo.com/
Mount Ashland Ski Area,false,0.4208333e2,-0.12271667e3,Mount Ashland Summit Trail,Oregon,United States,http://www.mtashland.com
Mount Bachelor ski area,false,0.44003e2,-0.121677e3,Mt. Bachelor Gravity Sports Yurt #1,Oregon,United States,http://www.mtbachelor.com
Mount Hood Meadows,false,0.4532889e2,-0.1216625e3,Mt. Hood Meadows Road,Oregon,United States,http://www.skihood.com/
Mount Hood Skibowl,false,0.4530189e2,-0.121773212e3,Government Camp,Oregon,United States,http://www.skibowl.com/
Timberline Lodge ski area,false,0.4533e2,-0.12171e3,Wy'East Day Lodge,Oregon,United States,http://www.timberlinelodge.com/
Summit Pass,false,0.45303e2,-0.1217472e3,Government Camp,Oregon,United States,https://www.timberlinelodge.com/mountain/summit-pass
Warner Canyon,false,0.4223749e2,-0.12029583e3,Warner Highway,Oregon,United States,https://www.warnercanyonski.com/
Willamette Pass Resort,false,0.436e2,-0.122036e3,State Highway 58,Oregon,United States,http://www.willamettepass.com
49 Degrees North Ski Area,false,0.48301e2,-0.117563e3,Mountain Resort Road,Washington,United States,http://www.ski49n.com/
Badger Mountain Ski Area,false,0.4761273e2,-0.12012978e3,Waterville,Washington,United States,http://www.skibadgermt.com/
Crystal Mountain,false,0.4693e2,-0.12148e3,Pierce County,Washington,United States,https://www.crystalmountainresort.com/
Echo Valley Ski Area,false,0.4793583e2,-0.12005611e3,Coyote Trail Road,Washington,United States,https://skiechovalley.com/
Hurricane Ridge Ski and Snowboard Area,false,0.47971e2,-0.123493e3,High Ridge Nature Trail,Washington,United States,http://www.hurricaneridge.net
Leavenworth Ski Hill,false,0.4761437e2,-0.12066859e3,Ticket Booth,Washington,United States,http://www.skileavenworth.com/
Loup Loup Ski Bowl,false,0.4839472e2,-0.11991278e3,Loup Loup Ski Bowl,Washington,United States,http://www.skitheloup.com/
Meany Lodge,false,0.4728028e2,-0.12132056e3,Meany Lodge,Washington,United States,http://www.meanylodge.org
Mission Ridge Ski Area,false,0.47292e2,-0.120399e3,Mission Ridge Resort,Washington,United States,http://www.missionridge.com
Mt. Baker Ski Area,false,0.48862e2,-0.121654e3,White Salmon Lodge,Washington,United States,http://www.mtbaker.us
Mount Spokane Ski and Snowboard Park,false,0.47922e2,-0.117097e3,Lodge #2,Washington,United States,https://www.mtspokane.com
Sitzmark Ski Area,false,0.48865e2,-0.119164e3,Tonasket-Havillah Road,Washington,United States,https://www.facebook.com/SitzmarkSkiArea/
Ski Bluewood,false,0.46082e2,-0.117851e3,Forest Road 650,Washington,United States,http://www.bluewood.com
Stevens Pass Ski Area,false,0.4774472e2,-0.12108889e3,Pacific Crest Lodge,Washington,United States,http://www.stevenspass.com
The Summit at Snoqualmie,false,0.47424e2,-0.121416e3,Summit West Base Lodge,Washington,United States,http://www.summitatsnoqualmie.com/
Alpental,false,0.4744306e2,-0.12142944e3,Alpental Goat Trail,Washington,United States,
White Pass Ski Area,false,0.46638e2,-0.121391e3,US 12,Washington,United States,https://skiwhitepass.com/
