name,closed,lat,lng,city,state,url,forecast_url
Snowmass,false,39.1956,-106.9513,Snowmass Village,Colorado,http://www.aspensnowmass.com,"https://api.weather.gov/gridpoints/GJT/151,102/forecast"
Beaver Creek Resort,false,39.63139,-106.52167,,Colorado,http://www.beavercreek.com/,"https://api.weather.gov/gridpoints/GJT/167,120/forecast"
Breckenridge Ski Resort,true,39.48,-106.067,One Ski Hill Place,Colorado,http://www.breckenridge.com/,"https://api.weather.gov/gridpoints/BOU/24,52/forecast"
Copper Mountain,false,39.50167,-106.15639,,Colorado,http://www.coppercolorado.com,"https://api.weather.gov/gridpoints/BOU/21,53/forecast"
Crested Butte Mountain Resort,false,38.89972,-106.965,Mount Crested Butte,Colorado,http://www.skicb.com,"https://api.weather.gov/gridpoints/GJT/149,88/forecast"
Echo Mountain Resort,false,39.685,-105.51944,,Colorado,,"https://api.weather.gov/gridpoints/BOU/43,59/forecast"
Eldora Mountain Resort,false,39.9375,-105.58361,Eldora Mountain Resort,Colorado,http://eldora.com,"https://api.weather.gov/gridpoints/BOU/42,71/forecast"
Hesperus Ski Area,false,37.29778,-108.055,Ski Hesperus,Colorado,,"https://api.weather.gov/gridpoints/GJT/104,20/forecast"
Howelsen Hill Ski Area,false,40.483,-106.839,Howelsen Hill Ski Area,Colorado,,"https://api.weather.gov/gridpoints/GJT/160,159/forecast"
Kendall Mountain Ski Area,false,37.81135,-107.65652,Silverton,Colorado,,"https://api.weather.gov/gridpoints/GJT/120,42/forecast"
Keystone Resort,false,39.605,-105.95417,Keystone Resort,Colorado,http://www.keystoneresort.com/,"https://api.weather.gov/gridpoints/BOU/28,57/forecast"
Loveland Ski Area,true,39.68,-105.897,Ski Patrol,Colorado,http://www.skiloveland.com,"https://api.weather.gov/gridpoints/BOU/30,60/forecast"
Monarch Ski Area,true,38.5125,-106.3325,,Colorado,http://www.skimonarch.com,"https://api.weather.gov/gridpoints/PUB/35,80/forecast"
Powderhorn Resort,true,39.06306,-108.15556,,Colorado,http://www.powderhorn.com,"https://api.weather.gov/gridpoints/GJT/108,99/forecast"
Purgatory Resort,true,37.62972,-107.81444,,Colorado,http://www.purgatoryresort.com/,"https://api.weather.gov/gridpoints/GJT/114,34/forecast"
Silverton Mountain,false,37.8847,-107.66529,Silverton Mountain,Colorado,http://www.silvertonmountain.com,"https://api.weather.gov/gridpoints/GJT/120,45/forecast"
Ski Cooper,false,39.36,-106.302,Ski Cooper,Colorado,http://www.skicooper.com/,"https://api.weather.gov/gridpoints/PUB/39,118/forecast"
Steamboat Ski Resort,true,40.459,-106.803,,Colorado,http://www.steamboat.com,"https://api.weather.gov/gridpoints/GJT/161,158/forecast"
Sunlight Ski Area,false,39.399806,-107.339278,Ski Sunlight Mountain Resort,Colorado,http://www.sunlightmtn.com/,"https://api.weather.gov/gridpoints/GJT/138,112/forecast"
Telluride Ski Resort,false,37.93639,-107.82028,,Colorado,http://tellurideskiresort.com,"https://api.weather.gov/gridpoints/GJT/115,48/forecast"
Vail Ski Resort,false,39.639,-106.374,,Colorado,http://www.vail.com/,"https://api.weather.gov/gridpoints/GJT/173,120/forecast"
Winter Park Resort,false,39.88694,-105.7625,Admin Building,Colorado,http://winterparkresort.com,"https://api.weather.gov/gridpoints/BOU/36,69/forecast"
Wolf Creek ski area,false,37.47222,-106.79333,,Colorado,http://www.wolfcreekski.com,"https://api.weather.gov/gridpoints/PUB/14,35/forecast"
Bald Mountain Ski Area,false,46.57,-115.87,,Idaho,,"https://api.weather.gov/gridpoints/MSO/42,125/forecast"
Bogus Basin,true,43.764,-116.104,,Idaho,http://www.bogusbasin.org,"https://api.weather.gov/gridpoints/BOI/137,91/forecast"
Brundage Mountain,true,45.005,-116.155,,Idaho,http://www.brundage.com,"https://api.weather.gov/gridpoints/BOI/144,148/forecast"
Cottonwood Butte,true,46.0755,-116.4528,Cottonwood Butte Ski Area,Idaho,http://www.cottonwoodbutte.org/,"https://api.weather.gov/gridpoints/MSO/19,105/forecast"
Kelly Canyon,false,43.64583,-111.63,Kelly Canyon Ski Lodge,Idaho,http://www.kellycanyonresort.com/,"https://api.weather.gov/gridpoints/PIH/130,79/forecast"
Little Ski Hill,false,44.93,-116.16306,,Idaho,http://www.littleskihill.org/,"https://api.weather.gov/gridpoints/BOI/143,145/forecast"
Lookout Pass Ski and Recreation Area,true,47.453,-115.707,,Montana,http://www.skilookout.com,"https://api.weather.gov/gridpoints/MSO/53,165/forecast"
Lost Trail Powder Mountain,true,45.692,-113.952,Lost Trail Powder Mountain,Montana,http://www.losttrail.com,"https://api.weather.gov/gridpoints/MSO/98,75/forecast"
Magic Mountain Resort,false,42.188306,-114.286111,Magic Mountain Resort,Idaho,,"https://api.weather.gov/gridpoints/BOI/187,10/forecast"
Pebble Creek,false,42.778,-112.16,,Idaho,,"https://api.weather.gov/gridpoints/PIH/107,41/forecast"
Sandpoint,false,48.267,-116.567,,Idaho,http://www.cityofsandpoint.com/,"https://api.weather.gov/gridpoints/OTX/172,114/forecast"
Pomerelle,false,42.318,-113.608,,Idaho,http://www.pomerelle.com,"https://api.weather.gov/gridpoints/PIH/55,27/forecast"
Rotarun Ski Area,false,43.4975,-114.366,Rotarun Ski Area,Idaho,http://rotarunskiarea.org,"https://api.weather.gov/gridpoints/PIH/38,84/forecast"
Schweitzer Mountain,false,48.367,-116.623,,Idaho,http://www.schweitzer.com,"https://api.weather.gov/gridpoints/OTX/171,119/forecast"
Silver Mountain,true,47.495,-116.135,Wardner,Idaho,http://www.silvermt.com,"https://api.weather.gov/gridpoints/OTX/180,76/forecast"
Snowhaven,false,45.869,-116.09,Snowhaven Ski Patrol,Idaho,http://grangeville.us/snowhaven-ski-and-tubing-hill/,"https://api.weather.gov/gridpoints/MSO/29,93/forecast"
Soldier Mountain,false,43.485,-114.83,Soldier Mountain Ski Area,Idaho,https://soldiermountain.com/,"https://api.weather.gov/gridpoints/BOI/177,72/forecast"
Bald Mountain,false,43.655,-114.40917,,Idaho,http://www.sunvalley.com,"https://api.weather.gov/gridpoints/PIH/37,92/forecast"
Tamarack Resort,false,44.671,-116.123,,Idaho,,"https://api.weather.gov/gridpoints/BOI/143,133/forecast"
Bear Paw Ski Bowl,false,48.1644,-109.6702194,,Montana,https://web.archive.org/web/20061029144905/http://www.skibearpaw.com:80/,"https://api.weather.gov/gridpoints/TFX/153,169/forecast"
Big Sky Resort,false,45.25,-111.41667,,Montana,http://www.bigskyresort.com/,"https://api.weather.gov/gridpoints/TFX/81,38/forecast"
Blacktail Mountain Ski Area,true,48.01306,-114.24694,,Montana,http://www.blacktailmountain.com/,"https://api.weather.gov/gridpoints/MSO/104,185/forecast"
Bridger Bowl Ski Area,false,45.818,-110.897,,Montana,https://bridgerbowl.com,"https://api.weather.gov/gridpoints/TFX/101,63/forecast"
Discovery Ski Area,true,46.25639,-113.24194,,Montana,http://www.skidiscovery.com/,"https://api.weather.gov/gridpoints/MSO/124,98/forecast"
Great Divide Montana,false,46.7497,-112.3043,,Montana,http://www.skigd.com,"https://api.weather.gov/gridpoints/TFX/61,112/forecast"
Lost Trail Powder Mountain,true,45.692,-113.952,Lost Trail Powder Mountain,Montana,http://www.losttrail.com,"https://api.weather.gov/gridpoints/MSO/98,75/forecast"
Maverick Mountain Ski Area,false,45.435,-113.12944,Maverick Mountain Lodge,Montana,http://skimaverick.com,"https://api.weather.gov/gridpoints/TFX/26,54/forecast"
Montana Snowbowl,false,47.02,-114.0,,Montana,http://www.montanasnowbowl.com,"https://api.weather.gov/gridpoints/MSO/105,137/forecast"
Moonlight Basin,false,45.31417,-111.45083,The Reserve at Moonlight Basin,Montana,http://www.bigskyresort.com/,"https://api.weather.gov/gridpoints/TFX/80,41/forecast"
Red Lodge Mountain,false,45.191,-109.335,,Montana,http://www.redlodgemountain.com,"https://api.weather.gov/gridpoints/BYZ/72,66/forecast"
Showdown Ski Area,true,46.83861,-110.70889,,Montana,http://www.showdownmontana.com/,"https://api.weather.gov/gridpoints/TFX/113,110/forecast"
Teton Pass Ski Area,true,47.92806,-112.81528,,Montana,https://www.skitetonmt.com/,"https://api.weather.gov/gridpoints/TFX/52,170/forecast"
Turner Mountain Ski Resort,false,48.605,-115.63,,Montana,http://www.skiturner.com,"https://api.weather.gov/gridpoints/MSO/64,220/forecast"
Whitefish Mountain Resort,false,48.5,-114.34,,Montana,http://www.skiwhitefish.com/,"https://api.weather.gov/gridpoints/MSO/104,209/forecast"
Yellowstone Club,false,45.2313833,-111.4512556,,Montana,,"https://api.weather.gov/gridpoints/TFX/79,37/forecast"
Angel Fire Resort,false,36.3875,-105.27333,Angel Fire,New Mexico,http://www.angelfireresort.com,"https://api.weather.gov/gridpoints/ABQ/152,172/forecast"
Pajarito Mountain Ski Area,false,35.89417,-106.39028,Byrdie's Place,New Mexico,http://www.pajarito.ski/,"https://api.weather.gov/gridpoints/ABQ/110,153/forecast"
Sandia Peak Ski Area,true,35.2070056,-106.4134472,Double Eagle Day Lodge,New Mexico,http://www.sandiapeak.com,"https://api.weather.gov/gridpoints/ABQ/106,123/forecast"
Sipapu Ski & Summer Resort,false,36.154211,-105.548508,Sipapu Ski & Summer Resort,New Mexico,http://www.sipapunm.com/,"https://api.weather.gov/gridpoints/ABQ/141,162/forecast"
Ski Apache,true,33.39722,-105.79917,,New Mexico,https://skiapache.com/,"https://api.weather.gov/gridpoints/ABQ/122,41/forecast"
Ski Cloudcroft,true,32.9507083,-105.7072417,Cloudcroft,New Mexico,https://skicloudcroft.net/,"https://api.weather.gov/gridpoints/EPZ/132,105/forecast"
Ski Santa Fe,true,35.796325,-105.8012806,Ski Santa Fe Lodge,New Mexico,http://www.skisantafe.com,"https://api.weather.gov/gridpoints/ABQ/131,147/forecast"
Taos Ski Valley,false,36.59778,-105.445,,New Mexico,,"https://api.weather.gov/gridpoints/ABQ/146,182/forecast"
Alta Ski Area,false,40.58083,-111.63722,Alta,Utah,http://www.alta.com,"https://api.weather.gov/gridpoints/SLC/107,165/forecast"
Beaver Mountain,false,41.968,-111.541,Beaver Mountain Lodge,Utah,http://www.skithebeav.com,"https://api.weather.gov/gridpoints/SLC/118,228/forecast"
Brian Head Ski Resort,false,37.683,-112.833,,Utah,,"https://api.weather.gov/gridpoints/SLC/49,41/forecast"
Brighton Ski Resort,true,40.6,-111.58333,Brighton,Utah,http://www.brightonresort.com/,"https://api.weather.gov/gridpoints/SLC/109,166/forecast"
Cherry Peak Resort,false,41.92639,-111.75667,Richmond,Utah,http://www.skicherrypeak.com,"https://api.weather.gov/gridpoints/SLC/111,227/forecast"
Deer Valley,false,40.62278,-111.48944,Goldener Hirsch Inn,Utah,http://www.deervalley.com/,"https://api.weather.gov/gridpoints/SLC/112,166/forecast"
Elk Mountain,false,38.32056,-112.39167,,Utah,http://www.skieaglepoint.com,"https://api.weather.gov/gridpoints/SLC/68,67/forecast"
Nordic Valley,false,41.3,-111.8583,,Utah,,"https://api.weather.gov/gridpoints/SLC/104,199/forecast"
Park City Mountain Resort,true,40.65083,-111.5075,Marriott's MountainSide,Utah,http://www.parkcitymountain.com/,"https://api.weather.gov/gridpoints/SLC/112,168/forecast"
Powder Mountain,false,41.38,-111.78028,,Utah,,"https://api.weather.gov/gridpoints/SLC/107,202/forecast"
Snowbasin,false,41.216,-111.857,Earl's Lodge,Utah,http://www.snowbasin.com,"https://api.weather.gov/gridpoints/SLC/103,195/forecast"
Snowbird,true,40.58111,-111.65639,,Utah,http://www.snowbird.com,"https://api.weather.gov/gridpoints/SLC/106,165/forecast"
Solitude Mountain Resort,false,40.615139,-111.588917,Solitude,Utah,,"https://api.weather.gov/gridpoints/SLC/109,167/forecast"
Sundance Resort,false,40.392,-111.579,,Utah,http://www.sundanceresort.com,"https://api.weather.gov/gridpoints/SLC/108,156/forecast"
Shell,false,44.53556,-107.77917,,Wyoming,,"https://api.weather.gov/gridpoints/RIW/145,176/forecast"
Beartooth Basin Summer Ski Area,true,44.9754616,-109.4353466,,Wyoming,http://www.beartoothbasin.com/,"https://api.weather.gov/gridpoints/RIW/92,202/forecast"
Grand Targhee Resort,true,43.789,-110.957,,Wyoming,http://www.grandtarghee.com,"https://api.weather.gov/gridpoints/RIW/36,153/forecast"
Hogadon Ski Area,true,42.7449611,-106.3394278,,Wyoming,http://hogadon.net/,"https://api.weather.gov/gridpoints/RIW/186,89/forecast"
Jackson Hole Mountain Resort,true,43.59,-110.89,,Wyoming,https://jacksonhole.com/,"https://api.weather.gov/gridpoints/RIW/37,143/forecast"
Ten Sleep,false,44.03472,-107.44806,,Wyoming,,"https://api.weather.gov/gridpoints/RIW/154,152/forecast"
Pine Creek Ski Area,false,42.1031083,-110.8287889,Pine Creek Ski Resort,Wyoming,http://www.pinecreekskiresort.com/,"https://api.weather.gov/gridpoints/RIW/31,75/forecast"
Cody,false,44.52333,-109.05722,Cody,Wyoming,,"https://api.weather.gov/gridpoints/RIW/103,180/forecast"
Snow King Mountain,false,43.472,-110.761,Jackson,Wyoming,http://www.snowkingmountain.com/,"https://api.weather.gov/gridpoints/RIW/41,137/forecast"
Snowy Range Ski Area,true,41.341231,-106.183441,,Wyoming,http://www.snowyrangeski.com/,"https://api.weather.gov/gridpoints/CYS/63,25/forecast"
White Pine Ski Resort,false,42.9778389,-109.7581722,,Wyoming,http://www.whitepineski.com/,"https://api.weather.gov/gridpoints/RIW/72,111/forecast"
Arctic Valley Ski Area,false,61.24667,-149.65056,,Alaska,https://arcticvalley.org,"https://api.weather.gov/gridpoints/AER/129,237/forecast"
Alyeska Resort,true,60.9705,-149.0982,The Hotel Alyeska,Alaska,http://www.alyeskaresort.com/,"https://api.weather.gov/gridpoints/AER/139,227/forecast"
Eaglecrest Ski Area,false,58.27611,-134.51528,Juneau,Alaska,http://skieaglecrest.com/,"https://api.weather.gov/gridpoints/AJK/192,161/forecast"
Hilltop Ski Area,true,61.14083,-149.745,Hilltop Chalet,Alaska,http://www.hilltopskiarea.org/,"https://api.weather.gov/gridpoints/AER/128,233/forecast"
Moose Mountain,false,64.94056,-147.99056,,Alaska,,"https://api.weather.gov/gridpoints/AFG/488,123/forecast"
Mount Eyak,false,60.55,-145.75,Cordova,Alaska,,"https://api.weather.gov/gridpoints/AER/201,214/forecast"
Skiland,false,65.04889,-147.40917,Mt. Aurora Skiland,Alaska,http://www.skilandfairbanks.com/,"https://api.weather.gov/gridpoints/AFG/497,127/forecast"
Alpine Meadows,false,39.164,-120.239,Alpine Meadows Base Lodge,California,https://www.palisadestahoe.com,"https://api.weather.gov/gridpoints/REV/26,92/forecast"
Badger Pass Ski Area,true,37.66194,-119.6636,Badger Pass Ski Lodge,California,http://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/,"https://api.weather.gov/gridpoints/HNX/64,139/forecast"
Bear Mountain,true,34.2267,-116.8602,Bear Mountain,California,http://www.bearmountain.com/,"https://api.weather.gov/gridpoints/SGX/77,77/forecast"
Bear Valley,false,38.492,-120.044,Bear Valley Day Lodge,California,http://www.bearvalley.com,"https://api.weather.gov/gridpoints/STO/89,54/forecast"
Boreal Mountain Resort,false,39.3317,-120.3511,,California,http://www.rideboreal.com,"https://api.weather.gov/gridpoints/STO/86,93/forecast"
Buckhorn Ski Club,false,34.34457,-117.91437,,California,,"https://api.weather.gov/gridpoints/LOX/168,55/forecast"
China Peak,true,37.2297,-119.1583,,California,http://www.skichinapeak.com,"https://api.weather.gov/gridpoints/HNX/78,117/forecast"
Coppervale Ski Area,false,40.345,-120.904,Westwood,California,,"https://api.weather.gov/gridpoints/REV/14,149/forecast"
Dodge Ridge Ski Area,true,38.1896,-119.9564,Creekside Lodge,California,http://www.dodgeridge.com/,"https://api.weather.gov/gridpoints/STO/90,40/forecast"
Donner Ski Ranch,false,39.3183139,-120.3300194,,California,http://www.donnerskiranch.com/,"https://api.weather.gov/gridpoints/STO/86,92/forecast"
Granlibakken,false,39.1556,-120.1551,Granlibakken Tahoe,California,,"https://api.weather.gov/gridpoints/REV/29,91/forecast"
Heavenly Mountain Resort,true,38.9353,-119.94,California Lodge,California,http://www.skiheavenly.com,"https://api.weather.gov/gridpoints/REV/35,80/forecast"
Homewood Mountain Resort,true,39.0827,-120.1755,,California,http://www.skihomewood.com/,"https://api.weather.gov/gridpoints/REV/28,88/forecast"
June Mountain ski area,false,37.7683,-119.0906,June Lake,California,http://www.junemountain.com,"https://api.weather.gov/gridpoints/REV/55,23/forecast"
Kirkwood Mountain Resort,false,38.684,-120.068,,California,http://www.kirkwood.com,"https://api.weather.gov/gridpoints/STO/90,62/forecast"
Mammoth Mountain Ski Area,false,37.63056,-119.0325,,California,http://www.mammothmountain.com/,"https://api.weather.gov/gridpoints/REV/56,16/forecast"
Mount Baldy Ski Lifts,false,34.27,-117.62,,California,http://mtbaldyresort.com,"https://api.weather.gov/gridpoints/SGX/50,84/forecast"
Mount Shasta Ski Park,true,41.32083,-122.20389,Upper Lodge,California,http://www.skipark.com,"https://api.weather.gov/gridpoints/MFR/118,23/forecast"
Mount Waterman,true,34.349722,-117.928611,Mount Waterman,California,http://www.mtwaterman.org/,"https://api.weather.gov/gridpoints/LOX/168,55/forecast"
Mountain High,false,34.37472,-117.69323,Big Pines,California,http://www.mthigh.com,"https://api.weather.gov/gridpoints/LOX/176,55/forecast"
Northstar California,false,39.264,-120.125,Big Springs Express Gondola Upper Lift House,California,http://northstarcalifornia.com,"https://api.weather.gov/gridpoints/REV/31,95/forecast"
Sierra-at-Tahoe,false,38.8002,-120.0806,Base Lodge,California,http://www.sierraattahoe.com,"https://api.weather.gov/gridpoints/STO/91,68/forecast"
Snow Summit,false,34.2286,-116.8911,,California,http://www.snowsummit.com,"https://api.weather.gov/gridpoints/SGX/76,77/forecast"
Snow Valley Mountain Resort,false,34.223375,-117.037423,,California,http://www.snow-valley.com//,"https://api.weather.gov/gridpoints/SGX/71,78/forecast"
Palisades Tahoe,false,39.196,-120.235,Olympic Valley,California,http://www.palisadestahoe.com,"https://api.weather.gov/gridpoints/REV/27,93/forecast"
Sugar Bowl Ski Resort,false,39.30444,-120.33583,,California,,"https://api.weather.gov/gridpoints/STO/86,92/forecast"
Tahoe Donner Downhill,true,39.3549,-120.259,Tahoe Donner Day Lodge,California,http://www.skitahoedonner.com,"https://api.weather.gov/gridpoints/REV/27,100/forecast"
Diamond Peak,false,39.254,-119.924,,Nevada,,"https://api.weather.gov/gridpoints/REV/38,94/forecast"
Lee Canyon,false,36.301638,-115.680759,Las Vegas Ski and Snowboard Resort,Nevada,,"https://api.weather.gov/gridpoints/VEF/103,106/forecast"
Mount Rose Ski Tahoe,true,39.32917,-119.88583,Employee Lockers,Nevada,http://www.skirose.com/,"https://api.weather.gov/gridpoints/REV/40,97/forecast"
Anthony Lakes,false,44.964,-118.235,,Oregon,http://www.anthonylakes.com/,"https://api.weather.gov/gridpoints/PDT/143,63/forecast"
Cooper Spur ski area,true,45.41228,-121.60501,,Oregon,http://www.cooperspur.com/,"https://api.weather.gov/gridpoints/PQR/145,91/forecast"
Ferguson Ridge Ski Area,true,45.28209,-117.11285,,Oregon,http://www.skifergi.com,"https://api.weather.gov/gridpoints/PDT/182,71/forecast"
Hoodoo,true,44.409,-121.872,,Oregon,http://skihoodoo.com/,"https://api.weather.gov/gridpoints/PQR/127,47/forecast"
Mount Ashland Ski Area,true,42.08333,-122.71667,,Oregon,http://www.mtashland.com,"https://api.weather.gov/gridpoints/MFR/108,61/forecast"
Mount Bachelor ski area,true,44.003,-121.677,Mt. Bachelor Gravity Sports Yurt #1,Oregon,http://www.mtbachelor.com,"https://api.weather.gov/gridpoints/PDT/22,40/forecast"
Mount Hood Meadows,false,45.32889,-121.6625,,Oregon,http://www.skihood.com/,"https://api.weather.gov/gridpoints/PQR/143,87/forecast"
Mount Hood Skibowl,false,45.30189,-121.773212,Government Camp,Oregon,http://www.skibowl.com/,"https://api.weather.gov/gridpoints/PQR/139,87/forecast"
Timberline Lodge ski area,false,45.33,-121.71,Wy'East Day Lodge,Oregon,http://www.timberlinelodge.com/,"https://api.weather.gov/gridpoints/PQR/141,88/forecast"
Summit Pass,false,45.303,-121.7472,Government Camp,Oregon,https://www.timberlinelodge.com/mountain/summit-pass,"https://api.weather.gov/gridpoints/PQR/140,87/forecast"
Warner Canyon,true,42.23749,-120.29583,,Oregon,https://www.warnercanyonski.com/,"https://api.weather.gov/gridpoints/MFR/190,52/forecast"
Willamette Pass Resort,false,43.6,-122.036,,Oregon,http://www.willamettepass.com,"https://api.weather.gov/gridpoints/MFR/145,125/forecast"
49 Degrees North Ski Area,true,48.301,-117.563,,Washington,http://www.ski49n.com/,"https://api.weather.gov/gridpoints/OTX/141,121/forecast"
Badger Mountain Ski Area,false,47.61273,-120.12978,Waterville,Washington,http://www.skibadgermt.com/,"https://api.weather.gov/gridpoints/OTX/54,103/forecast"
Crystal Mountain,true,46.93,-121.48,,Washington,http://www.crystalmountainresort.com/,"https://api.weather.gov/gridpoints/SEW/144,30/forecast"
Echo Valley Ski Area,true,47.93583,-120.05611,,Washington,https://skiechovalley.com/,"https://api.weather.gov/gridpoints/OTX/59,118/forecast"
Hurricane Ridge Ski and Snowboard Area,true,47.971,-123.493,,Washington,http://www.hurricaneridge.net,"https://api.weather.gov/gridpoints/SEW/91,92/forecast"
Leavenworth Ski Hill,false,47.61437,-120.66859,Ticket Booth,Washington,http://www.skileavenworth.com/,"https://api.weather.gov/gridpoints/OTX/37,106/forecast"
Loup Loup Ski Bowl,true,48.39472,-119.91278,Loup Loup Ski Bowl,Washington,http://www.skitheloup.com/,"https://api.weather.gov/gridpoints/OTX/68,138/forecast"
Meany Lodge,false,47.28028,-121.32056,Meany Lodge,Washington,http://www.meanylodge.org,"https://api.weather.gov/gridpoints/PDT/64,189/forecast"
Mission Ridge Ski Area,false,47.292,-120.399,Mission Ridge Resort,Washington,http://www.missionridge.com,"https://api.weather.gov/gridpoints/OTX/43,89/forecast"
Mt. Baker Ski Area,false,48.862,-121.654,White Salmon Lodge,Washington,http://www.mtbaker.us,"https://api.weather.gov/gridpoints/SEW/157,122/forecast"
Mount Spokane Ski and Snowboard Park,true,47.922,-117.097,Lodge #2,Washington,https://www.mtspokane.com,"https://api.weather.gov/gridpoints/OTX/153,101/forecast"
Sitzmark Ski Area,false,48.865,-119.164,,Washington,https://www.facebook.com/SitzmarkSkiArea/,"https://api.weather.gov/gridpoints/OTX/95,156/forecast"
Ski Bluewood,false,46.082,-117.851,,Washington,http://www.bluewood.com,"https://api.weather.gov/gridpoints/PDT/164,112/forecast"
Stevens Pass Ski Area,true,47.74472,-121.08889,Pacific Crest Lodge,Washington,http://www.stevenspass.com,"https://api.weather.gov/gridpoints/SEW/164,66/forecast"
The Summit at Snoqualmie,false,47.424,-121.416,Summit West Base Lodge,Washington,http://www.summitatsnoqualmie.com/,"https://api.weather.gov/gridpoints/SEW/151,53/forecast"
Alpental,false,47.44306,-121.42944,,Washington,,"https://api.weather.gov/gridpoints/SEW/151,54/forecast"
White Pass Ski Area,false,46.638,-121.391,,Washington,http://www.skiwhitepass.com,"https://api.weather.gov/gridpoints/SEW/144,16/forecast"
